osmId,name,nameKn,place,lat,lon,source
node/1616772430,Rajajinagar 3rd Block,ರಾಜಾಜಿನಗರ ೩ನೇ ಬ್ಲಾಕ್,neighbourhood,12.9881787,77.5526874,osm-places-2026-09
node/1619884911,Postal Colony,ಪೊಷ್ಟಲ್ ಕಾಲೋನಿ,neighbourhood,13.0351918,77.5771223,osm-places-2026-09
node/1619884912,KEB Layout,ಕೆಇಬಿ ಲೇಔಟ್,neighbourhood,13.0309281,77.5804761,osm-places-2026-09
node/1619884913,RMV 2nd Stage 1st Block,ಆರ್‌ಎಂವಿ ೨ನೇ ಹಂತ - ೧ನೇ ಬ್ಲಾಕ್,neighbourhood,13.0222132,77.5781101,osm-places-2026-09
node/1630899115,Chikkatirupati,ಚಿಕ್ಕತಿರುಪತಿ,village,12.8955112,77.8669265,osm-places-2026-09
node/1631385666,Kalkunte Agrahara,ಕಲ್ಕುಂಟೆಅಗ್ರಹಾರ,village,12.932418,77.8408056,osm-places-2026-09
node/1633870850,Kaithota,ಕೈತೋಟ,neighbourhood,12.9672769,77.765051,osm-places-2026-09
node/1633870887,Nagondanahalli,ನಾಗೊಂಡನಹಳ್ಳಿ,village,12.97516,77.7703403,osm-places-2026-09
node/1633904689,Thimmanahalli,ತಿಮ್ಮನಹಳ್ಳಿ,village,12.9626347,77.7770775,osm-places-2026-09
node/1634130640,Hagaduru,ಹಗದೂರು,neighbourhood,12.9662071,77.7572092,osm-places-2026-09
node/1660031421,Kaveri Nagara,ಕಾವೇರಿ ನಗರ,neighbourhood,12.9977886,77.7052095,osm-places-2026-09
node/1678236137,Bidaraguppe,ಬಿದರಗುಪ್ಪೆ,village,12.8060574,77.7862873,osm-places-2026-09
node/1681877266,Benniganahalli,ಬೆನ್ನಿಗಾನಹಳ್ಳಿ,neighbourhood,12.9949194,77.6626028,osm-places-2026-09
node/1684218036,Prithvi Layout,ಪೃತ್ವಿ ಲೇಔಟ್,neighbourhood,12.977178,77.7436455,osm-places-2026-09
node/1687330222,Khajisonnenahalli,ಖಾಜಿಸೊನ್ನೇನಹಳ್ಳಿ,village,13.0340422,77.7696385,osm-places-2026-09
node/1693175446,Darga Mohalla,ದರ್ಗಾ ಮೊಹಲ್ಲಾ,neighbourhood,12.9997859,77.6731578,osm-places-2026-09
node/1701916545,Hunasamaranahalli,ಹುಣಸಮಾರನಹಳ್ಳಿ,suburb,13.1440103,77.6191241,osm-places-2026-09
node/1717891654,Maheshwari Nagar,ಮಹೇಶ್ವರಿ ನಗರ,neighbourhood,12.9917803,77.6907504,osm-places-2026-09
node/1717892732,B Chikkanna Layout,ಬಿ ಚಿಕ್ಕಣ್ಣ ಲೇಔಟ್,neighbourhood,12.9924965,77.6911122,osm-places-2026-09
node/1717893278,Saraswathi Nagar,ಸರಸ್ವತೀ ನಗರ,neighbourhood,12.991282,77.688917,osm-places-2026-09
node/1717894443,Shivaganga Layout,ಶಿವಗಂಗ ಲೇಔಟ್,neighbourhood,12.989512,77.6900125,osm-places-2026-09
node/1728705120,Chikkagangavadi,ಚಿಕ್ಕ ಗಂಗಾವಾಡಿ,village,12.8008691,77.187428,osm-places-2026-09
node/1728705221,Doddagangavadi,ದೊಡ್ಡಗಂಗವಾಡಿ,village,12.7894253,77.1968931,osm-places-2026-09
node/1757013241,BTM 2nd Stage,ಬಿಟಿಎಂ ೨ನೇ ಹಂತ,neighbourhood,12.9140788,77.6188862,osm-places-2026-09
node/1769207569,Manchappana Hosahalli,ಮಂಚಪ್ಪನ ಹೊಸಹಳ್ಳಿ,hamlet,13.1344141,77.7175848,osm-places-2026-09
node/1773577331,Annasandra Palya,ಅನ್ನಸಂದ್ರ ಪಾಳ್ಯ,neighbourhood,12.963659,77.6729865,osm-places-2026-09
node/1773577354,Lal Bahadur Shastri Nagar,ಲಾಲ್ ಬಹದ್ದೂರ್ ಶಾಸ್ತ್ರೀ ನಗರ,neighbourhood,12.9678103,77.6715478,osm-places-2026-09
node/1778942637,Marenahalli,ಮರೆನಹಳ್ಳಿ,neighbourhood,12.9687739,77.5306387,osm-places-2026-09
node/1778942893,Saraswathi Nagara,ಸರಸ್ವತಿ ನಗರ,neighbourhood,12.9716073,77.5290026,osm-places-2026-09
node/1778943773,Prashanth Nagar,ಪ್ರಶಾಂತ್ ನಗರ,neighbourhood,12.9776188,77.5313254,osm-places-2026-09
node/1778944439,Malagala,ಮಲಗಲ,neighbourhood,12.9778698,77.5161012,osm-places-2026-09
node/1778951068,BCC Layout,ಬಿಸಿಸಿ ಲೇಔಟ್,quarter,12.955703,77.5313329,osm-places-2026-09
node/1778956732,Dasarahalli,ದಾಸರಹಳ್ಳಿ,neighbourhood,12.9784134,77.5427194,osm-places-2026-09
node/1782880841,Bannerughatta,ಬನ್ನೇರುಘಟ್ಟ,village,12.813337,77.5789509,osm-places-2026-09
node/1808809378,Kaveri Layout,ಕಾವೇರಿ ಬಡಾವಣೆ,neighbourhood,12.9731025,77.5268568,osm-places-2026-09
node/1808835507,HRBR Layout 2nd Block,ಎಚ್ರ್‌ಬಿಆರ್ ಲೇಔಟ್ ೨ನೇ ಬ್ಲಾಕ್,quarter,13.0234478,77.6282108,osm-places-2026-09
node/1808835508,HRBR Layout 3rd Block,ಎಚ್ರ್‌ಆರ್‌ಬಿಆರ್ ಲೇಔಟ್,quarter,13.0250556,77.6347105,osm-places-2026-09
node/1809694369,GKW Layout,ಜಿಕೆಡಬ್ಲು ಲೇಔಟ್,neighbourhood,12.9681052,77.5284446,osm-places-2026-09
node/1809694382,Vinayaka Layout,ವಿನಾಯಕ ಲೇಔಟ್,neighbourhood,12.9675066,77.5301934,osm-places-2026-09
node/1809717632,M C Layout,ಎಂ ಸಿ ಲೇಔಟ್,neighbourhood,12.9730957,77.5353937,osm-places-2026-09
node/1809717633,Binny Layout,ಬಿನ್ನಿ ಬಡಾವಣೆ,neighbourhood,12.9719088,77.534246,osm-places-2026-09
node/1809760725,Telecom Layout,ಟೆಲಿಕಾಂ ಲೇಔಟ್,neighbourhood,12.965528,77.5467051,osm-places-2026-09
node/1811327702,ITI Layout,ಐಟಿಐ ಲೇಔಟ್,neighbourhood,12.9665733,77.5016708,osm-places-2026-09
node/1813491559,NHCS Layout,ಎನ್‌ಎಚ್‌ಸಿಎಸ್ ಲೇಔಟ್,neighbourhood,12.9725171,77.5310839,osm-places-2026-09
node/1813491561,Central Excise Layout,ಕೇಂದ್ರ ಅಬಕಾರಿ ಬಡಾವಣೆ,neighbourhood,12.9738535,77.53298,osm-places-2026-09
node/1813493059,Kurubara Halli,ಕುರುಬರಹಳ್ಳಿ,quarter,13.0007963,77.5364001,osm-places-2026-09
node/1813501240,Rajajinagar 6th Block,ರಾಜಾಜಿನಗರ ೬ನೇ ಬ್ಲಾಕ್,neighbourhood,12.9783352,77.5537486,osm-places-2026-09
node/1815725495,Vittasandra,ವಿಟ್ಟಸಂದ್ರ,village,12.8533901,77.6383481,osm-places-2026-09
node/1828581707,Poojary Layout,ಪೂಜಾರಿ ಲೇಔಟ್,neighbourhood,13.0268483,77.5764654,osm-places-2026-09
node/1836982724,Srinagar,ಶ್ರೀನಗರ,quarter,12.9438817,77.5541768,osm-places-2026-09
node/1837595255,Jayamahal,ಜಯಮಹಲ್,quarter,12.9990834,77.5971229,osm-places-2026-09
node/1837595256,Sulthanpalya,ಸುಲ್ತಾನ್ ಪಾಳ್ಯ,suburb,13.0294119,77.6046949,osm-places-2026-09
node/1837948053,Kothandram Layout,ಕೋದಂಡರಾಮ ಲೇಔಟ್,neighbourhood,12.9852683,77.6178772,osm-places-2026-09
node/1843653195,Sampige Layout,ಸಂಪಿಗೆ ಲೇಔಟ್,neighbourhood,12.9764697,77.528243,osm-places-2026-09
node/1843653226,Amarjyothi Nagar,ಅಮರಜ್ಯೋತಿ ನಗರ,neighbourhood,12.9739241,77.5291201,osm-places-2026-09
node/1843665966,Kaveri Pura,ಕಾವೇರಿ ಪುರ,neighbourhood,12.9769861,77.5255041,osm-places-2026-09
node/1843719321,Govindaraj Nagara,ಗೋವಿಂದರಾಜ ನಗರ,quarter,12.9771613,77.5361122,osm-places-2026-09
node/1844365244,Lakshmipuram,ಲಕ್ಷ್ಮೀಪುರಂ,neighbourhood,12.9775466,77.6306777,osm-places-2026-09
node/1857028749,HAL 2nd Stage,ಎಚ್ಎಎಲ್ ೨ನೇ ಹಂತ,neighbourhood,12.9689409,77.6437106,osm-places-2026-09
node/1860933970,Doddathoguru,ದೋಡ್ಡತೋಗೂರು,neighbourhood,12.8529125,77.6556155,osm-places-2026-09
node/1860938873,Electronics City Phase 2 (West),ಎಲಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಿಟಿ ೨ನೇ ಹಂತ (ಪಶ್ಚಿಮ),quarter,12.8371576,77.6725236,osm-places-2026-09
node/1860940083,Electronics City Phase 2 (East),ಎಲಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಿಟಿ ೨ನೇ ಹಂತ (ಪೂರ್ವ),quarter,12.8468545,77.6769267,osm-places-2026-09
node/1872596502,Anugondanahalli,ಆನುಗೊಂಡನಹಳ್ಳಿ,village,12.9582608,77.8145716,osm-places-2026-09
node/1872596506,Anche Muskuru,ಅಂಚೆ ಮುಸ್ಕೂರು,village,12.9041387,77.8671,osm-places-2026-09
node/1872596547,Ganagaluru,ಗಣಗಲೂರು,village,12.9102042,77.8528521,osm-places-2026-09
node/1872601857,Medimallasandra,ಮೇಡಿಮಲ್ಲಸಂದ್ರ,village,12.9523031,77.830108,osm-places-2026-09
node/1872601859,Obalapura,ಓಬಳಾಪುರ,village,12.9602076,77.8238638,osm-places-2026-09
node/1872643712,Thathanuru,ತತ್ತನೂರು,village,12.9155182,77.8248934,osm-places-2026-09
node/1872643719,Arehalli,ಅರೇಹಳ್ಳಿ,village,12.936474,77.8289489,osm-places-2026-09
node/1872643721,Baguru,ಬಾಗೂರು,village,12.8966447,77.8416804,osm-places-2026-09
node/1872643724,Thindlu,ತಿಂಡ್ಲು,village,12.8633973,77.8071458,osm-places-2026-09
node/1872643727,Thiruvaranga,ತಿರುವರಂಗ,village,12.9015666,77.8275756,osm-places-2026-09
node/1872643730,Yattakodi,ಯಟ್ಟಕೊಡಿ,village,12.9206413,77.8544836,osm-places-2026-09
node/1872643733,Muttukadahalli,ಮುತ್ತುಕದಹಳ್ಳಿ,hamlet,12.9289651,77.820044,osm-places-2026-09
node/1872643735,Mahal Chaudadenahalli,ಮಹಲ್ ಚೌಡದೇನಹಳ್ಳಿ,village,12.8727835,77.8080556,osm-places-2026-09
node/1872643739,Mugaluru,ಮುಗಳೂರು,village,12.8932221,77.821649,osm-places-2026-09
node/1872643740,Mattanahalli,ಮಟ್ಟನಹಳ್ಳಿ,village,12.8718443,77.8298072,osm-places-2026-09
node/1872643741,Byalahalli,ಬ್ಯಾಲಹಳ್ಳಿ,village,12.9396109,77.8159456,osm-places-2026-09
node/1872643742,Arehalli Cross,ಅರೆಹಳ್ಳಿ ಕ್ರಾಸ್,hamlet,12.9426433,77.8370385,osm-places-2026-09
node/1872643743,Doddathimmasandra,ದೊಡ್ಡತಿಮ್ಮಸಂದ್ರ,village,12.8805661,77.8045516,osm-places-2026-09
node/1872737370,Huskur Kodi,ಹುಸ್ಕರ್ ಕೋಡಿ,hamlet,13.0545587,77.7677812,osm-places-2026-09
node/1872737376,Doddagattinagabbe,ದೊಡ್ಡಗಟ್ಟಿಗನಬ್ಬೆ,village,13.0334896,77.7870185,osm-places-2026-09
node/1872737380,Dodda Dunnasandra,ದೊಡ್ಡ ದುನ್ನಸಂದ್ರ,village,12.9772668,77.8161248,osm-places-2026-09
node/1872737385,Konadasapura,ಕೊನದಾಸಪುರ,village,13.0441926,77.7566409,osm-places-2026-09
node/1872737389,Belthur,ಬೆಳತ್ತೂರು,village,13.0056657,77.756275,osm-places-2026-09
node/1872737398,Koralur,ಕೊರಳೂರು,village,12.9973225,77.7844457,osm-places-2026-09
node/1872737399,Yadagondanahalli,ಯಡಗೊಂಡನಹಳ್ಳಿ,village,12.949376,77.8107743,osm-places-2026-09
node/1872737408,Pujena Agrahara,ಪೂಜೇನಅಗ್ರಹಾರ,village,13.0326661,77.7936337,osm-places-2026-09
node/1872737412,Muthkuru,ಮುತ್ಕೂರು,village,12.956005,77.807105,osm-places-2026-09
node/1872737416,Devanagondi,ದೇವನಗೊಂದಿ,village,12.9749709,77.8397207,osm-places-2026-09
node/1872737419,Samethanahalli,ಸಮೇತನಹಳ್ಳಿ,village,12.979363,77.7907328,osm-places-2026-09
node/1872737425,Bodana Hosahalli,ಬೋದನ ಹೊಸಹಳ್ಳಿ,village,12.978421,77.8019552,osm-places-2026-09
node/1872737428,Naganayakana Kote,ನಾಗನಾಯಕನ ಕೋಟೆ,village,12.9660423,77.794209,osm-places-2026-09
node/1872737430,Goravigere,ಗೊರವಿಗೆರೆ,village,13.0420207,77.7699446,osm-places-2026-09
node/1872737432,Mallasandra,ಮಲ್ಲಸಂದ್ರ,village,13.0081486,77.7837101,osm-places-2026-09
node/1872737442,Hosamanegalu,ಹೊಸಮನೆಗಳು,hamlet,12.9491669,77.8237991,osm-places-2026-09
node/1872737451,Matta Mallasandra,ಮಟ್ಟ ಮಲ್ಲಸಂದ್ರ,village,12.9483523,77.8336911,osm-places-2026-09
node/1872737460,Thirumalashettihalli,ತಿರುಮಲಶೆಟ್ಟಿಹಳ್ಳಿ,village,12.9848412,77.7838449,osm-places-2026-09
node/1872737464,Huskuru,ಹುಸ್ಕೂರು,village,13.0616259,77.7629065,osm-places-2026-09
node/1872737466,Chikka Gattiganabbe,ಚಿಕ್ಕ ಗಟ್ಟಿಗನಬ್ಬೆ,village,13.0411824,77.7946574,osm-places-2026-09
node/1872804077,Gunjur Palya,ಗುಂಜೂರು ಪಾಳ್ಯ,quarter,12.9228378,77.7188315,osm-places-2026-09
node/1872804083,Doddakannalli,ದೊಡ್ಡಕನ್ನಲ್ಲಿ,suburb,12.9082413,77.6948847,osm-places-2026-09
node/1872804090,Heggondahalli,ಹೆಗ್ಗೊಂಡಹಳ್ಳಿ,village,12.9055432,77.7471953,osm-places-2026-09
node/1877813035,Boorakunte,ಬೂರಕುಂಟೆ,hamlet,12.8424744,77.7819987,osm-places-2026-09
node/1877813108,Mayasandra,ಮಾಯಸಂದ್ರ,village,12.7512427,77.7465099,osm-places-2026-09
node/1877813247,Hompalaghatta,ಹೊಂಪಲಘಟ್ಟ,village,12.6948991,77.6998652,osm-places-2026-09
node/1877813554,Are Halli,ಅರೇ ಹಳ್ಳಿ.,village,12.7638016,77.766341,osm-places-2026-09
node/1877813620,Telagarahalli,ತೆಲಗರಹಳ್ಳಿ.,village,12.6920103,77.6909817,osm-places-2026-09
node/1877813750,Shettihalli,ಶೆಟ್ಟಿಹಳ್ಳಿ,village,12.7528354,77.7305926,osm-places-2026-09
node/1877813785,Gowrenahalli,ಗೌರೇನಹಳ್ಳಿ.,village,12.7210223,77.6797164,osm-places-2026-09
node/1877813842,Indlabele,ಇಂಡ್ಲಬೆಲೆ,village,12.7909618,77.7777758,osm-places-2026-09
node/1877813900,Manchanahalli,ಮಂಚನಹಳ್ಳಿ.,village,12.7662516,77.752579,osm-places-2026-09
node/1877813923,Guddanahalli,ಗುಡ್ಡನಹಳ್ಳಿ,village,12.6899567,77.725314,osm-places-2026-09
node/1877836577,Vajrahalli,ವಜ್ರಹಳ್ಳಿ,quarter,12.875925,77.5471883,osm-places-2026-09
node/1877836586,Thalaghattapura,ತಲಘಟ್ಟಪುರ,neighbourhood,12.8698169,77.5356688,osm-places-2026-09
node/1877836592,Udayapura,ಉದಯಪುರ,village,12.8206533,77.5127735,osm-places-2026-09
node/1877843983,Somanahalli,ಸೋಮನಹಳ್ಳಿ,village,12.7724626,77.504685,osm-places-2026-09
node/1877843986,Kaggalipura,ಕಗ್ಗಲಿಪುರ,village,12.8016986,77.5082445,osm-places-2026-09
node/1877855516,Kaggalahalli,ಕಗ್ಗಲಹಳ್ಳಿ,village,12.7283892,77.4861026,osm-places-2026-09
node/1877855517,Bolare,ಬೊಲಾರೆ,hamlet,12.7542986,77.4856295,osm-places-2026-09
node/1882499901,Jadalatimmanahalli,ಜಡಲತಿಮ್ಮನಹಳ್ಳಿ,village,13.4056915,77.7199873,osm-places-2026-09
node/1882499902,Bandahalli,ಬಂಡಹಳ್ಳಿ,village,13.4083841,77.703379,osm-places-2026-09
node/1882499903,Vishweshwaranagara,ವಿಶ್ವೇಶ್ವರಪುರ,hamlet,13.3956921,77.6994737,osm-places-2026-09
node/1882499904,Kandavara,ಕಂದವಾರ,village,13.4160652,77.7205452,osm-places-2026-09
node/1882499905,Arasanahalli,ಅರಸನಹಳ್ಳಿ,village,13.3935223,77.713035,osm-places-2026-09
node/1882499908,Chigatenahalli,ಚಿಗಟೆನಹಳ್ಳಿ,hamlet,13.4070065,77.6925214,osm-places-2026-09
node/1882499911,Kuppahalli,ಕುಪ್ಪಹಳ್ಳಿ,village,13.3839826,77.710739,osm-places-2026-09
node/1882499914,Devishettihalli,ದೇವಿಶೆಟ್ಟಿಹಳ್ಳಿ,village,13.3727089,77.718055,osm-places-2026-09
node/1882499915,Sultanapete,ಸುಲ್ತಾನಪೇಟೆ,village,13.3830631,77.6851432,osm-places-2026-09
node/1882499916,Tirnahalli,ತಿರ್ನಹಳ್ಳಿ,village,13.4016828,77.7091297,osm-places-2026-09
node/1882499921,Yaluvahalli,ಯಲುವಹಳ್ಳಿ,village,13.3693666,77.7221749,osm-places-2026-09
node/1883683099,Sulibele,ಸೂಲಿಬೆಲೆ,village,13.1843135,77.8000225,osm-places-2026-09
node/1883718431,Chowdappanahalli,ಚೌಡಪ್ಪನಹಳ್ಳಿ,hamlet,13.1489323,77.7546073,osm-places-2026-09
node/1883718446,Kammasandra,ಕಮ್ಮಸಂದ್ರ,village,13.1499855,77.782041,osm-places-2026-09
node/1883718456,Gangavara Chaudappanahalli,ಗಂಗವಾರ ಚೌಡಪ್ಪನಹಳ್ಳಿ,village,13.1523257,77.7648319,osm-places-2026-09
node/1883718462,Hasigala,ಹಸಿಗಾಳ,village,13.1345227,77.7756037,osm-places-2026-09
node/1883718464,Lakkondahalli,ಲಕ್ಕೊಂಡಹಳ್ಳಿ,village,13.1080057,77.7762788,osm-places-2026-09
node/1883718481,Alappanahalli,ಆಲಪ್ಪನಹಳ್ಳಿ,village,13.1016338,77.7761186,osm-places-2026-09
node/1883718496,Mandur,ಮಂಡೂರು,village,13.0816555,77.7370228,osm-places-2026-09
node/1883718501,Kumbalahalli,ಕುಂಬಳಹಳ್ಳಿ,village,13.0924523,77.7929664,osm-places-2026-09
node/1883718506,Upparahalli,ಉಪ್ಪಾರಹಳ್ಳಿ,village,13.0894702,77.781011,osm-places-2026-09
node/1883718553,Southe Gowdanahalli,ಸೌತೇಗೌಡನಹಳ್ಳಿ,village,13.2314551,77.7311552,osm-places-2026-09
node/1883718586,Channahalli,ಚನ್ನಹಳ್ಳಿ,village,13.2126844,77.7493845,osm-places-2026-09
node/1883718646,Nalluru,ನಲ್ಲೂರು,village,13.1912308,77.7634608,osm-places-2026-09
node/1883718651,Budihala,ಬೂದಿಹಾಳ,village,13.2287908,77.7428185,osm-places-2026-09
node/1883718698,Jonnahalli,ಜೊನ್ನಹಳ್ಳಿ,hamlet,13.1823727,77.7566587,osm-places-2026-09
node/1883718784,Somattanahalli,ಸೋಮತ್ತನಹಳ್ಳಿ,village,13.1696824,77.7691567,osm-places-2026-09
node/1883718812,Attibele,ಅತ್ತಿಬೆಲೆ,village,13.16944,77.7947246,osm-places-2026-09
node/1883718837,Nagenahalli,ನಾಗೇನಹಳ್ಳಿ,hamlet,13.1739112,77.7603494,osm-places-2026-09
node/1883718843,Satya Sai Grama,ಸತ್ಯ ಸಾಯಿ ಗ್ರಾಮ,hamlet,13.4007625,77.6976986,osm-places-2026-09
node/1883718851,Haralur,ಹರಳೂರು,hamlet,13.2184509,77.7591049,osm-places-2026-09
node/1883718854,Yanagunte,ಯನಗುಂಟೆ,village,13.1564639,77.791978,osm-places-2026-09
node/1894252814,Madure,ಮದುರೆ,village,13.202471,77.4579948,osm-places-2026-09
node/1966567908,Binnamangala,ಬಿನ್ನಮಂಗಲ,neighbourhood,12.9839881,77.6416769,osm-places-2026-09
node/1989418061,Yarandahalli,ಯಾರಂಡಹಳ್ಳಿ,neighbourhood,12.8087698,77.6673579,osm-places-2026-09
node/2019307544,RBI Layout,ಆರ್‌ಬಿಐ ಲೇಔಟ್,neighbourhood,12.8884396,77.580509,osm-places-2026-09
node/2020102551,Navodaya Nagar,ನವೋದಯ ನಗರ,neighbourhood,12.8823286,77.5828765,osm-places-2026-09
node/2020104723,Shreyas Colony,ಶ್ರೇಯಸ್ ಕಾಲೋನಿ,neighbourhood,12.8831747,77.5824835,osm-places-2026-09
node/2021561645,Sri Rama Layout,ಶ್ರೀರಾಮ ಲೇಔಟ್,neighbourhood,12.8929519,77.5810914,osm-places-2026-09
node/2021572119,Jagruthi Colony,ಜಾಗೃತಿ ಕಾಲೋನಿ,neighbourhood,12.8947001,77.5825355,osm-places-2026-09
node/2026076829,Maruthi Extension,ಮಾರುತಿ ಬಡಾವಣೆ,neighbourhood,12.9976424,77.5631012,osm-places-2026-09
node/2026076832,Gayatri Nagar,ಗಾಯತ್ರಿನಗರ,neighbourhood,13.0000366,77.5590106,osm-places-2026-09
node/2026433130,Sri Guru Raghavendra Nagar,ಶ್ರೀ ಗುರುರಾಘುವೇಂದ್ರ ನಗರ,neighbourhood,12.8918543,77.5777361,osm-places-2026-09
node/2026433977,Lakshmi Nagar,ಲಕ್ಷ್ಮೀ ನಗರ,neighbourhood,12.8925603,77.5786648,osm-places-2026-09
node/2026453731,Eshwara Layout,ಈಶ್ವರ ಲೇಔಟ್,neighbourhood,12.8917159,77.5759295,osm-places-2026-09
node/2026489565,Yadava Layout,ಯಾದವ ಲೇಔಟ್,neighbourhood,12.890563,77.5759964,osm-places-2026-09
node/2030156020,Bank of Baroda Colony,ಬ್ಯಾಂಕ್ ಆಫ್ ಬರೋಡ ಕಾಲೋನಿ,neighbourhood,12.893481,77.5837404,osm-places-2026-09
node/2034326521,Sun City Layout,ಸನ್ ಸಿಟಿ ಲೇಔಟ್,neighbourhood,12.8853616,77.5854089,osm-places-2026-09
node/2041858605,Yemaluru,ಯಮಲೂರು,quarter,12.9463287,77.6815209,osm-places-2026-09
node/2041904658,AECS Layout,ಎಇಸಿಎಸ್ ಲೇಔಟ್,neighbourhood,13.0311884,77.5753526,osm-places-2026-09
node/2046148406,Ramappa Layout,ರಾಮಪ್ಪ ಲೇಔಟ್,neighbourhood,12.8971719,77.5800418,osm-places-2026-09
node/2055469746,Malleshpalya,ಮಲ್ಲೇಶ್ ಪಾಳ್ಯ,quarter,12.9744129,77.6743533,osm-places-2026-09
node/2063164108,Nataraja Layout,ನಟರಾಜ ಲೇಔಟ್,neighbourhood,12.8900173,77.5836989,osm-places-2026-09
node/2066481132,M S Ramaiah City,ಎಂ ಎಸ್ ರಾಮಯ್ಯ ನಗರ,neighbourhood,12.8833125,77.588126,osm-places-2026-09
node/2066488017,Nrupathunga Nagar,ನೃಪತುಂಗ ನಗರ,neighbourhood,12.8829972,77.5837803,osm-places-2026-09
node/2084115337,Jaladarshini Layout,ಜಲದರ್ಶಿನಿ ಬಡಾವಣೆ,neighbourhood,13.0307999,77.5696419,osm-places-2026-09
node/2112118396,Tatanagar,ಟಾಟಾನಗರ,quarter,13.0550859,77.5737868,osm-places-2026-09
node/2119786182,Maruthi Nagar,ಮಾರುತಿ ನಗರ,neighbourhood,12.9746062,77.6756305,osm-places-2026-09
node/2126334767,Agalukote,ಆಗಲಕೋಟೆ,village,13.2134815,77.7364019,osm-places-2026-09
node/2126334768,Rayasandra,ರಾಯಸಂದ್ರ,village,13.2197274,77.7264456,osm-places-2026-09
node/2126334771,Bhattara Marenahalli,ಭಟ್ಟರ ಮಾರೇನಹಳ್ಳಿ,village,13.1665084,77.7357249,osm-places-2026-09
node/2126334780,Baladimmanahalli,ಬಾಲದಿಮ್ಮನಹಳ್ಳಿ,hamlet,13.1890813,77.7444271,osm-places-2026-09
node/2126334784,Kondenahalli,ಕೊಂಡೇನಹಳ್ಳಿ,hamlet,13.1551717,77.7383331,osm-places-2026-09
node/2126334789,Chikka Hosahalli,ಚಿಕ್ಕಹೊಸಹಳ್ಳಿ,village,13.2025341,77.7544907,osm-places-2026-09
node/2126334795,Ramanahalli,ರಾಮನಹಳ್ಳಿ,village,13.1820919,77.7462091,osm-places-2026-09
node/2126334800,Anneshvara,ಅಣ್ಣೇಶ್ವರ,village,13.2130231,77.7141996,osm-places-2026-09
node/2126334809,Dasarahalli Kavade,ದಾಸರಹಳ್ಳಿ ಕವಡೆ,hamlet,13.1696095,77.7376035,osm-places-2026-09
node/2126334813,Reddihalli,ರೆಡ್ಡಿಹಳ್ಳಿ,village,13.1896244,77.7540187,osm-places-2026-09
node/2126334814,Baichapura,ಬೈಚಾಪುರ,village,13.2244517,77.7126448,osm-places-2026-09
node/2126334817,Dodda Hosahalli,ದೊಡ್ಡ ಹೊಸಹಳ್ಳಿ,village,13.197725,77.7492132,osm-places-2026-09
node/2126334824,Kaggalahalli,ಕಗ್ಗಲಹಳ್ಳಿ,village,13.159032,77.7449217,osm-places-2026-09
node/2126334825,Bettakote,ಬೆಟ್ಟಕೋಟೆ,village,13.1992334,77.7409295,osm-places-2026-09
node/2126334829,Yerrappanahalli,ಯರಪ್ಪನಹಳ್ಳಿ,village,13.2172834,77.7027166,osm-places-2026-09
node/2126334834,Mallenahalli,ಮಲ್ಲೇನಹಳ್ಳಿ,village,13.185655,77.7620009,osm-places-2026-09
node/2126355298,Hancharahalli,ಹಂಚರಹಳ್ಳಿ,village,13.0929065,77.7501562,osm-places-2026-09
node/2126355299,Kattugollahalli,ಕಟ್ಟುಗೊಲ್ಲಹಳ್ಳಿ,village,13.0958449,77.7353505,osm-places-2026-09
node/2126355300,Singahalli,ಸಿಂಗಹಳ್ಳಿ,village,13.1617626,77.7238781,osm-places-2026-09
node/2126355301,Jyotipura,ಜ್ಯೋತಿಪುರ,village,13.1018587,77.7502432,osm-places-2026-09
node/2126355302,Arebinnamangala,ಅರೆಬಿನ್ನಮಂಗಲ,hamlet,13.1548531,77.7172842,osm-places-2026-09
node/2126355303,Thirumenahalli,ತಿರುಮೇನಹಳ್ಳಿ,hamlet,13.1109329,77.7530531,osm-places-2026-09
node/2126355304,Mahadeva Kodigehalli,ಮಹದೇವ ಕೊಡಿಗೆಹಳ್ಳಿ,hamlet,13.1442645,77.702781,osm-places-2026-09
node/2126355305,Handrahalli,ಗುಂಡೂರು,village,13.120944,77.7505854,osm-places-2026-09
node/2126355306,Hittarahalli,ಕಟ್ಟುಗೊಲ್ಲಹಳ್ಳಿ,hamlet,13.1237652,77.7473882,osm-places-2026-09
node/2126355307,Manchappanahalli,"ಮಂಚಪ್ಪನಹಳ್ಳಿ,",village,13.1413715,77.7260747,osm-places-2026-09
node/2126383119,Medahalli,ಮೇಡಹಳ್ಳಿ,village,13.0278454,77.7206079,osm-places-2026-09
node/2126383121,Nimbekaipura,ನಿಂಬೇಕಾಯಿಪುರ,hamlet,13.0585572,77.7564648,osm-places-2026-09
node/2126383122,Bandapura,ಬಂಡಪುರ,village,13.0392632,77.7478367,osm-places-2026-09
node/2126383124,Bommenahalli,ಬೊಮ್ಮೇನಹಳ್ಳಿ,village,13.0742536,77.7465943,osm-places-2026-09
node/2126383125,Madhuranagara,ಮಧುರನಗರ,neighbourhood,12.9409303,77.7592972,osm-places-2026-09
node/2126383127,Virgonagar,ವಿರ್ಗೊನಗರ,neighbourhood,13.0331172,77.734857,osm-places-2026-09
